Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
WR,CeeDee Lamb (15560540),CeeDee Lamb,15560540,WR/FLEX,6000,NYG@DAL 10/11/2020 04:25PM ET,DAL,17.05
QB,Teddy Bridgewater (15560229),Teddy Bridgewater,15560229,QB,5900,CAR@ATL 10/11/2020 01:00PM ET,CAR,18.97
WR,Robby Anderson (15560546),Robby Anderson,15560546,WR/FLEX,5900,CAR@ATL 10/11/2020 01:00PM ET,CAR,19.68
RB,Devin Singletary (15560310),Devin Singletary,15560310,RB/FLEX,5900,BUF@TEN 10/11/2020 01:00PM ET,BUF,13.65
TE,Darren Waller (15560854),Darren Waller,15560854,TE/FLEX,5900,LV@KC 10/11/2020 01:00PM ET,LV,15.42
WR,DeVante Parker (15560544),DeVante Parker,15560544,WR/FLEX,5900,MIA@SF 10/11/2020 04:05PM ET,MIA,15.22
WR,Jamison Crowder (15560548),Jamison Crowder,15560548,WR/FLEX,5800,ARI@NYJ 10/11/2020 01:00PM ET,NYJ,23.95
RB,Jerick McKinnon (15560312),Jerick McKinnon,15560312,RB/FLEX,5800,MIA@SF 10/11/2020 04:05PM ET,SF,16.62
QB,Philip Rivers (15560230),Philip Rivers,15560230,QB,5800,IND@CLE 10/11/2020 04:25PM ET,IND,13.89
WR,Julian Edelman (15560550),Julian Edelman,15560550,WR/FLEX,5700,DEN@NE 10/11/2020 04:25PM ET,NE,13.15
RB,Kenyan Drake (15560316),Kenyan Drake,15560316,RB/FLEX,5700,ARI@NYJ 10/11/2020 01:00PM ET,ARI,9.6
RB,Todd Gurley II (15560314),Todd Gurley II,15560314,RB/FLEX,5700,CAR@ATL 10/11/2020 01:00PM ET,ATL,13.58
TE,Zach Ertz (15560856),Zach Ertz,15560856,TE/FLEX,5700,PHI@PIT 10/11/2020 01:00PM ET,PHI,10.22
QB,Baker Mayfield (15560231),Baker Mayfield,15560231,QB,5700,IND@CLE 10/11/2020 04:25PM ET,CLE,14.16
TE,Tyler Higbee (15560858),Tyler Higbee,15560858,TE/FLEX,5600,LAR@WAS 10/11/2020 01:00PM ET,LAR,12.12
QB,Carson Wentz (15560233),Carson Wentz,15560233,QB,5600,PHI@PIT 10/11/2020 01:00PM ET,PHI,19.08
WR,Diontae Johnson (15560552),Diontae Johnson,15560552,WR/FLEX,5600,PHI@PIT 10/11/2020 01:00PM ET,PIT,11.6
QB,Ryan Fitzpatrick (15560232),Ryan Fitzpatrick,15560232,QB,5600,MIA@SF 10/11/2020 04:05PM ET,MIA,21.82
QB,Sam Darnold (15560235),Sam Darnold,15560235,QB,5500,ARI@NYJ 10/11/2020 01:00PM ET,NYJ,14.34
WR,Alshon Jeffery (15560554),Alshon Jeffery,15560554,WR/FLEX,5500,PHI@PIT 10/11/2020 01:00PM ET,PHI,0
QB,Jimmy Garoppolo (15560234),Jimmy Garoppolo,15560234,QB,5500,MIA@SF 10/11/2020 04:05PM ET,SF,16.25
WR,Jerry Jeudy (15560560),Jerry Jeudy,15560560,WR/FLEX,5400,DEN@NE 10/11/2020 04:25PM ET,DEN,11.1
TE,Noah Fant (15560860),Noah Fant,15560860,TE/FLEX,5400,DEN@NE 10/11/2020 04:25PM ET,DEN,13.72
WR,A.J. Brown (15560556),A.J. Brown,15560556,WR/FLEX,5400,BUF@TEN 10/11/2020 01:00PM ET,TEN,8.9
RB,Mark Ingram II (15560318),Mark Ingram II,15560318,RB/FLEX,5400,CIN@BAL 10/11/2020 01:00PM ET,BAL,8.08
QB,Tua Tagovailoa (15560236),Tua Tagovailoa,15560236,QB,5400,MIA@SF 10/11/2020 04:05PM ET,MIA,0
QB,Daniel Jones (15560237),Daniel Jones,15560237,QB,5400,NYG@DAL 10/11/2020 04:25PM ET,NYG,12.56
WR,Michael Gallup (15560558),Michael Gallup,15560558,WR/FLEX,5400,NYG@DAL 10/11/2020 04:25PM ET,DAL,12.38
QB,Drew Lock (15560238),Drew Lock,15560238,QB,5300,DEN@NE 10/11/2020 04:25PM ET,DEN,6.47
RB,Darrell Henderson Jr. (15560320),Darrell Henderson Jr.,15560320,RB/FLEX,5300,LAR@WAS 10/11/2020 01:00PM ET,LAR,11.88
RB,Malcolm Brown (15560322),Malcolm Brown,15560322,RB/FLEX,5300,LAR@WAS 10/11/2020 01:00PM ET,LAR,10.8
QB,Derek Carr (15560240),Derek Carr,15560240,QB,5300,LV@KC 10/11/2020 01:00PM ET,LV,19.52
QB,Nick Mullens (15560239),Nick Mullens,15560239,QB,5300,MIA@SF 10/11/2020 04:05PM ET,SF,10.45
QB,C.J. Beathard (15560250),C.J. Beathard,15560250,QB,5300,MIA@SF 10/11/2020 04:05PM ET,SF,5.52
WR,Deebo Samuel (15560562),Deebo Samuel,15560562,WR/FLEX,5300,MIA@SF 10/11/2020 04:05PM ET,SF,7.5
RB,David Johnson (15560324),David Johnson,15560324,RB/FLEX,5200,JAX@HOU 10/11/2020 01:00PM ET,HOU,12.68
WR,Brandon Aiyuk (15560564),Brandon Aiyuk,15560564,WR/FLEX,5200,MIA@SF 10/11/2020 04:05PM ET,SF,12.93
QB,Brett Rypien (15560241),Brett Rypien,15560241,QB,5100,DEN@NE 10/11/2020 04:25PM ET,DEN,7.65
RB,Le'Veon Bell (15560326),Le'Veon Bell,15560326,RB/FLEX,5100,ARI@NYJ 10/11/2020 01:00PM ET,NYJ,6.6
WR,Russell Gage (15560566),Russell Gage,15560566,WR/FLEX,5100,CAR@ATL 10/11/2020 01:00PM ET,ATL,12.15
QB,Dwayne Haskins Jr. (15560242),Dwayne Haskins Jr.,15560242,QB,5100,LAR@WAS 10/11/2020 01:00PM ET,WAS,15.14
RB,Rex Burkhead (15560332),Rex Burkhead,15560332,RB/FLEX,5000,DEN@NE 10/11/2020 04:25PM ET,NE,13.22
QB,Will Grier (15560243),Will Grier,15560243,QB,5000,CAR@ATL 10/11/2020 01:00PM ET,CAR,0
RB,Antonio Gibson (15560328),Antonio Gibson,15560328,RB/FLEX,5000,LAR@WAS 10/11/2020 01:00PM ET,WAS,13.85
QB,Matt Barkley (15560244),Matt Barkley,15560244,QB,5000,BUF@TEN 10/11/2020 01:00PM ET,BUF,0
RB,Jeff Wilson Jr. (15560330),Jeff Wilson Jr.,15560330,RB/FLEX,5000,MIA@SF 10/11/2020 04:05PM ET,SF,6.28
TE,Mike Gesicki (15560862),Mike Gesicki,15560862,TE/FLEX,5000,MIA@SF 10/11/2020 04:05PM ET,MIA,11.75
WR,Sterling Shepard (15560568),Sterling Shepard,15560568,WR/FLEX,5000,NYG@DAL 10/11/2020 04:25PM ET,NYG,8.1
WR,Jarvis Landry (15560570),Jarvis Landry,15560570,WR/FLEX,5000,IND@CLE 10/11/2020 04:25PM ET,CLE,10.40
QB,Jarrett Stidham (15560246),Jarrett Stidham,15560246,QB,4900,DEN@NE 10/11/2020 04:25PM ET,NE,4.7
QB,Brian Hoyer (15560247),Brian Hoyer,15560247,QB,4900,DEN@NE 10/11/2020 04:25PM ET,NE,4
RB,James White (15560334),James White,15560334,RB/FLEX,4900,DEN@NE 10/11/2020 04:25PM ET,NE,10.55
QB,Brett Hundley (15560245),Brett Hundley,15560245,QB,4900,ARI@NYJ 10/11/2020 01:00PM ET,ARI,0
TE,Jonnu Smith (15560864),Jonnu Smith,15560864,TE/FLEX,4900,BUF@TEN 10/11/2020 01:00PM ET,TEN,16.37
WR,James Washington (15560574),James Washington,15560574,WR/FLEX,4900,PHI@PIT 10/11/2020 01:00PM ET,PIT,8.4
WR,Tee Higgins (15560576),Tee Higgins,15560576,WR/FLEX,4900,CIN@BAL 10/11/2020 01:00PM ET,CIN,10.12
WR,Hunter Renfrow (15560578),Hunter Renfrow,15560578,WR/FLEX,4900,LV@KC 10/11/2020 01:00PM ET,LV,10.48
WR,T.Y. Hilton (15560572),T.Y. Hilton,15560572,WR/FLEX,4900,IND@CLE 10/11/2020 04:25PM ET,IND,7.3
QB,Blake Bortles (15560248),Blake Bortles,15560248,QB,4800,DEN@NE 10/11/2020 04:25PM ET,DEN,0
QB,Joe Flacco (15560252),Joe Flacco,15560252,QB,4800,ARI@NYJ 10/11/2020 01:00PM ET,NYJ,0.64
WR,Curtis Samuel (15560582),Curtis Samuel,15560582,WR/FLEX,4800,CAR@ATL 10/11/2020 01:00PM ET,CAR,8.05
WR,Corey Davis (15560580),Corey Davis,15560580,WR/FLEX,4800,BUF@TEN 10/11/2020 01:00PM ET,TEN,14.87
WR,John Brown (15560584),John Brown,15560584,WR/FLEX,4800,BUF@TEN 10/11/2020 01:00PM ET,BUF,11.35
WR,A.J. Green (15560588),A.J. Green,15560588,WR/FLEX,4800,CIN@BAL 10/11/2020 01:00PM ET,CIN,6.48
QB,AJ McCarron (15560251),AJ McCarron,15560251,QB,4800,JAX@HOU 10/11/2020 01:00PM ET,HOU,0
RB,Myles Gaskin (15560336),Myles Gaskin,15560336,RB/FLEX,4800,MIA@SF 10/11/2020 04:05PM ET,MIA,12.12
WR,Darius Slayton (15560586),Darius Slayton,15560586,WR/FLEX,4800,NYG@DAL 10/11/2020 04:25PM ET,NYG,13.15
TE,Dalton Schultz (15560866),Dalton Schultz,15560866,TE/FLEX,4800,NYG@DAL 10/11/2020 04:25PM ET,DAL,12.72
QB,Jacoby Brissett (15560249),Jacoby Brissett,15560249,QB,4800,IND@CLE 10/11/2020 04:25PM ET,IND,0.34
QB,Jeff Driskel (15560254),Jeff Driskel,15560254,QB,4700,DEN@NE 10/11/2020 04:25PM ET,DEN,10.69
RB,Chase Edmonds (15560338),Chase Edmonds,15560338,RB/FLEX,4700,ARI@NYJ 10/11/2020 01:00PM ET,ARI,9.55
WR,Christian Kirk (15560596),Christian Kirk,15560596,WR/FLEX,4700,ARI@NYJ 10/11/2020 01:00PM ET,ARI,6.63
QB,P.J. Walker (15560253),P.J. Walker,15560253,QB,4700,CAR@ATL 10/11/2020 01:00PM ET,CAR,0
TE,Hayden Hurst (15560868),Hayden Hurst,15560868,TE/FLEX,4700,CAR@ATL 10/11/2020 01:00PM ET,ATL,10.3
QB,Jake Fromm (15560255),Jake Fromm,15560255,QB,4700,BUF@TEN 10/11/2020 01:00PM ET,BUF,0
WR,Cole Beasley (15560590),Cole Beasley,15560590,WR/FLEX,4700,BUF@TEN 10/11/2020 01:00PM ET,BUF,13.25
WR,Keelan Cole (15560592),Keelan Cole,15560592,WR/FLEX,4700,JAX@HOU 10/11/2020 01:00PM ET,JAX,12.6
WR,Henry Ruggs III (15560594),Henry Ruggs III,15560594,WR/FLEX,4700,LV@KC 10/11/2020 01:00PM ET,LV,5.5
RB,D'Ernest Johnson (15560340),D'Ernest Johnson,15560340,RB/FLEX,4700,IND@CLE 10/11/2020 04:25PM ET,CLE,2.5
QB,Matt Schaub (15560257),Matt Schaub,15560257,QB,4600,CAR@ATL 10/11/2020 01:00PM ET,ATL,0
QB,Mason Rudolph (15560256),Mason Rudolph,15560256,QB,4600,PHI@PIT 10/11/2020 01:00PM ET,PIT,0
WR,DeSean Jackson (15560600),DeSean Jackson,15560600,WR/FLEX,4600,PHI@PIT 10/11/2020 01:00PM ET,PHI,7.37
WR,Greg Ward (15560606),Greg Ward,15560606,WR/FLEX,4600,PHI@PIT 10/11/2020 01:00PM ET,PHI,9.5
WR,Randall Cobb (15560604),Randall Cobb,15560604,WR/FLEX,4600,JAX@HOU 10/11/2020 01:00PM ET,HOU,10.08
RB,Devonta Freeman (15560342),Devonta Freeman,15560342,RB/FLEX,4600,NYG@DAL 10/11/2020 04:25PM ET,NYG,5.9
WR,Golden Tate (15560598),Golden Tate,15560598,WR/FLEX,4600,NYG@DAL 10/11/2020 04:25PM ET,NYG,8.1
TE,Evan Engram (15560870),Evan Engram,15560870,TE/FLEX,4600,NYG@DAL 10/11/2020 04:25PM ET,NYG,7.52
WR,Zach Pascal (15560602),Zach Pascal,15560602,WR/FLEX,4600,IND@CLE 10/11/2020 04:25PM ET,IND,7.22
RB,Sony Michel (15560344),Sony Michel,15560344,RB/FLEX,4500,DEN@NE 10/11/2020 04:25PM ET,NE,10.2
WR,Laviska Shenault Jr. (15560608),Laviska Shenault Jr.,15560608,WR/FLEX,4500,JAX@HOU 10/11/2020 01:00PM ET,JAX,11.6
WR,Sammy Watkins (15560610),Sammy Watkins,15560610,WR/FLEX,4500,LV@KC 10/11/2020 01:00PM ET,KC,11.02
WR,Tim Patrick (15560612),Tim Patrick,15560612,WR/FLEX,4400,DEN@NE 10/11/2020 04:25PM ET,DEN,12.98
QB,Alex Smith (15560261),Alex Smith,15560261,QB,4400,LAR@WAS 10/11/2020 01:00PM ET,WAS,0
QB,John Wolford (15560262),John Wolford,15560262,QB,4400,LAR@WAS 10/11/2020 01:00PM ET,LAR,0
QB,Logan Woodside (15560260),Logan Woodside,15560260,QB,4400,BUF@TEN 10/11/2020 01:00PM ET,TEN,0
RB,Zack Moss (15560346),Zack Moss,15560346,RB/FLEX,4400,BUF@TEN 10/11/2020 01:00PM ET,BUF,7.7
TE,Dallas Goedert (15560872),Dallas Goedert,15560872,TE/FLEX,4400,PHI@PIT 10/11/2020 01:00PM ET,PHI,11.93
QB,Robert Griffin III (15560263),Robert Griffin III,15560263,QB,4400,CIN@BAL 10/11/2020 01:00PM ET,BAL,-0.22
QB,Mike Glennon (15560259),Mike Glennon,15560259,QB,4400,JAX@HOU 10/11/2020 01:00PM ET,JAX,0
QB,Marcus Mariota (15560258),Marcus Mariota,15560258,QB,4400,LV@KC 10/11/2020 01:00PM ET,LV,0
WR,Mecole Hardman (15560614),Mecole Hardman,15560614,WR/FLEX,4400,LV@KC 10/11/2020 01:00PM ET,KC,9.92
RB,Damien Harris (15560352),Damien Harris,15560352,RB/FLEX,4300,DEN@NE 10/11/2020 04:25PM ET,NE,13
WR,N'Keal Harry (15560618),N'Keal Harry,15560618,WR/FLEX,4300,DEN@NE 10/11/2020 04:25PM ET,NE,9.95
QB,Ryan Finley (15560264),Ryan Finley,15560264,QB,4300,CIN@BAL 10/11/2020 01:00PM ET,CIN,0
RB,J.K. Dobbins (15560350),J.K. Dobbins,15560350,RB/FLEX,4300,CIN@BAL 10/11/2020 01:00PM ET,BAL,8.1
RB,Nyheim Hines (15560348),Nyheim Hines,15560348,RB/FLEX,4300,IND@CLE 10/11/2020 04:25PM ET,IND,11.25
WR,Michael Pittman Jr. (15560616),Michael Pittman Jr.,15560616,WR/FLEX,4300,IND@CLE 10/11/2020 04:25PM ET,IND,5.43
RB,Phillip Lindsay (15560356),Phillip Lindsay,15560356,RB/FLEX,4200,DEN@NE 10/11/2020 04:25PM ET,DEN,4.5
DST,Patriots  (15561040),Patriots ,15561040,DST,4200,DEN@NE 10/11/2020 04:25PM ET,NE,9
WR,Andy Isabella (15560622),Andy Isabella,15560622,WR/FLEX,4200,ARI@NYJ 10/11/2020 01:00PM ET,ARI,7.78
RB,Reggie Bonnafon (15560360),Reggie Bonnafon,15560360,RB/FLEX,4200,CAR@ATL 10/11/2020 01:00PM ET,CAR,8.35
QB,Jalen Hurts (15560267),Jalen Hurts,15560267,QB,4200,PHI@PIT 10/11/2020 01:00PM ET,PHI,0.87
RB,Matt Breida (15560358),Matt Breida,15560358,RB/FLEX,4200,MIA@SF 10/11/2020 04:05PM ET,MIA,3.82
WR,Kendrick Bourne (15560620),Kendrick Bourne,15560620,WR/FLEX,4200,MIA@SF 10/11/2020 04:05PM ET,SF,8.18
QB,Colt McCoy (15560266),Colt McCoy,15560266,QB,4200,NYG@DAL 10/11/2020 04:25PM ET,NYG,0
RB,Dion Lewis (15560354),Dion Lewis,15560354,RB/FLEX,4200,NYG@DAL 10/11/2020 04:25PM ET,NYG,5.38
QB,Case Keenum (15560265),Case Keenum,15560265,QB,4200,IND@CLE 10/11/2020 04:25PM ET,CLE,0
TE,Mo Alie-Cox (15560874),Mo Alie-Cox,15560874,TE/FLEX,4200,IND@CLE 10/11/2020 04:25PM ET,IND,11.35
QB,Chris Streveler (15560272),Chris Streveler,15560272,QB,4100,ARI@NYJ 10/11/2020 01:00PM ET,ARI,0.1
DST,Cardinals  (15561041),Cardinals ,15561041,DST,4100,ARI@NYJ 10/11/2020 01:00PM ET,ARI,5
QB,Kyle Allen (15560271),Kyle Allen,15560271,QB,4100,LAR@WAS 10/11/2020 01:00PM ET,WAS,0
WR,Jalen Reagor (15560626),Jalen Reagor,15560626,WR/FLEX,4100,PHI@PIT 10/11/2020 01:00PM ET,PHI,7.3
WR,Chase Claypool (15560632),Chase Claypool,15560632,WR/FLEX,4100,PHI@PIT 10/11/2020 01:00PM ET,PIT,9.3
RB,Giovani Bernard (15560362),Giovani Bernard,15560362,RB/FLEX,4100,CIN@BAL 10/11/2020 01:00PM ET,CIN,6.18
RB,Duke Johnson (15560364),Duke Johnson,15560364,RB/FLEX,4100,JAX@HOU 10/11/2020 01:00PM ET,HOU,4.45
WR,Brandin Cooks (15560624),Brandin Cooks,15560624,WR/FLEX,4100,JAX@HOU 10/11/2020 01:00PM ET,HOU,5.95
QB,Nathan Peterman (15560269),Nathan Peterman,15560269,QB,4100,LV@KC 10/11/2020 01:00PM ET,LV,0
QB,Chad Henne (15560270),Chad Henne,15560270,QB,4100,LV@KC 10/11/2020 01:00PM ET,KC,0
WR,Preston Williams (15560630),Preston Williams,15560630,WR/FLEX,4100,MIA@SF 10/11/2020 04:05PM ET,MIA,6.22
QB,Andy Dalton (15560268),Andy Dalton,15560268,QB,4100,NYG@DAL 10/11/2020 04:25PM ET,DAL,0
WR,Parris Campbell (15560628),Parris Campbell,15560628,WR/FLEX,4100,IND@CLE 10/11/2020 04:25PM ET,IND,7.35
TE,Austin Hooper (15560876),Austin Hooper,15560876,TE/FLEX,4100,IND@CLE 10/11/2020 04:25PM ET,CLE,6.9
RB,J.J. Taylor (15560502),J.J. Taylor,15560502,RB/FLEX,4000,DEN@NE 10/11/2020 04:25PM ET,NE,2.8
RB,Jakob Johnson (15560504),Jakob Johnson,15560504,RB/FLEX,4000,DEN@NE 10/11/2020 04:25PM ET,NE,2.18
RB,Royce Freeman (15560506),Royce Freeman,15560506,RB/FLEX,4000,DEN@NE 10/11/2020 04:25PM ET,DEN,3.22
RB,LeVante Bellamy (15560508),LeVante Bellamy,15560508,RB/FLEX,4000,DEN@NE 10/11/2020 04:25PM ET,DEN,0
QB,James Morgan (15560279),James Morgan,15560279,QB,4000,ARI@NYJ 10/11/2020 01:00PM ET,NYJ,0
RB,Frank Gore (15560366),Frank Gore,15560366,RB/FLEX,4000,ARI@NYJ 10/11/2020 01:00PM ET,NYJ,5.12
RB,Eno Benjamin (15560492),Eno Benjamin,15560492,RB/FLEX,4000,ARI@NYJ 10/11/2020 01:00PM ET,ARI,0
RB,Jonathan Ward (15560494),Jonathan Ward,15560494,RB/FLEX,4000,ARI@NYJ 10/11/2020 01:00PM ET,ARI,0
RB,La'Mical Perine (15560496),La'Mical Perine,15560496,RB/FLEX,4000,ARI@NYJ 10/11/2020 01:00PM ET,NYJ,2.5
RB,Kalen Ballage (15560498),Kalen Ballage,15560498,RB/FLEX,4000,ARI@NYJ 10/11/2020 01:00PM ET,NYJ,5.67
RB,Ty Johnson (15560500),Ty Johnson,15560500,RB/FLEX,4000,ARI@NYJ 10/11/2020 01:00PM ET,NYJ,0
WR,Breshad Perriman (15560638),Breshad Perriman,15560638,WR/FLEX,4000,ARI@NYJ 10/11/2020 01:00PM ET,NYJ,3.95
RB,Trenton Cannon (15560480),Trenton Cannon,15560480,RB/FLEX,4000,CAR@ATL 10/11/2020 01:00PM ET,CAR,0
RB,Alex Armah (15560482),Alex Armah,15560482,RB/FLEX,4000,CAR@ATL 10/11/2020 01:00PM ET,CAR,0.68
RB,Brian Hill (15560484),Brian Hill,15560484,RB/FLEX,4000,CAR@ATL 10/11/2020 01:00PM ET,ATL,6.95
RB,Ito Smith (15560486),Ito Smith,15560486,RB/FLEX,4000,CAR@ATL 10/11/2020 01:00PM ET,ATL,2.82
RB,Qadree Ollison (15560488),Qadree Ollison,15560488,RB/FLEX,4000,CAR@ATL 10/11/2020 01:00PM ET,ATL,0
RB,Keith Smith (15560490),Keith Smith,15560490,RB/FLEX,4000,CAR@ATL 10/11/2020 01:00PM ET,ATL,1
RB,J.D. McKissic (15560368),J.D. McKissic,15560368,RB/FLEX,4000,LAR@WAS 10/11/2020 01:00PM ET,WAS,6.25
RB,Peyton Barber (15560470),Peyton Barber,15560470,RB/FLEX,4000,LAR@WAS 10/11/2020 01:00PM ET,WAS,4.02
RB,Bryce Love (15560472),Bryce Love,15560472,RB/FLEX,4000,LAR@WAS 10/11/2020 01:00PM ET,WAS,0
RB,Cam Akers (15560474),Cam Akers,15560474,RB/FLEX,4000,LAR@WAS 10/11/2020 01:00PM ET,LAR,3.3
RB,Xavier Jones (15560476),Xavier Jones,15560476,RB/FLEX,4000,LAR@WAS 10/11/2020 01:00PM ET,LAR,0
RB,Raymond Calais (15560478),Raymond Calais,15560478,RB/FLEX,4000,LAR@WAS 10/11/2020 01:00PM ET,LAR,0
WR,Josh Reynolds (15560634),Josh Reynolds,15560634,WR/FLEX,4000,LAR@WAS 10/11/2020 01:00PM ET,LAR,5.62
DST,Rams  (15561042),Rams ,15561042,DST,4000,LAR@WAS 10/11/2020 01:00PM ET,LAR,6.5
