Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
WR,Cole Beasley (15677365),Cole Beasley,15677365,WR/FLEX,5300,NE@BUF 11/01/2020 01:00PM ET,BUF,14.86
RB,Carlos Hyde (15677143),Carlos Hyde,15677143,RB/FLEX,5300,SF@SEA 11/01/2020 04:25PM ET,SEA,8.48
QB,Mitchell Trubisky (15677063),Mitchell Trubisky,15677063,QB,5200,NO@CHI 11/01/2020 04:25PM ET,CHI,17.37
WR,Chase Claypool (15677367),Chase Claypool,15677367,WR/FLEX,5200,PIT@BAL 11/01/2020 01:00PM ET,PIT,15.4
RB,Myles Gaskin (15677145),Myles Gaskin,15677145,RB/FLEX,5200,LAR@MIA 11/01/2020 01:00PM ET,MIA,14.2
WR,Corey Davis (15677369),Corey Davis,15677369,WR/FLEX,5100,TEN@CIN 11/01/2020 01:00PM ET,TEN,15.02
RB,Devin Singletary (15677147),Devin Singletary,15677147,RB/FLEX,5100,NE@BUF 11/01/2020 01:00PM ET,BUF,10.17
QB,Brett Rypien (15677065),Brett Rypien,15677065,QB,5000,LAC@DEN 11/01/2020 04:05PM ET,DEN,7.65
RB,Phillip Lindsay (15677149),Phillip Lindsay,15677149,RB/FLEX,5000,LAC@DEN 11/01/2020 04:05PM ET,DEN,8.5
QB,Jameis Winston (15677066),Jameis Winston,15677066,QB,5000,NO@CHI 11/01/2020 04:25PM ET,NO,0
QB,C.J. Beathard (15677064),C.J. Beathard,15677064,QB,5000,SF@SEA 11/01/2020 04:25PM ET,SF,6.14
RB,JaMycal Hasty (15677151),JaMycal Hasty,15677151,RB/FLEX,5000,SF@SEA 11/01/2020 04:25PM ET,SF,3.7
WR,T.Y. Hilton (15677375),T.Y. Hilton,15677375,WR/FLEX,4900,IND@DET 11/01/2020 01:00PM ET,IND,7.37
RB,Joshua Kelley (15677153),Joshua Kelley,15677153,RB/FLEX,4900,LAC@DEN 11/01/2020 04:05PM ET,LAC,8.65
WR,Emmanuel Sanders (15677373),Emmanuel Sanders,15677373,WR/FLEX,4900,NO@CHI 11/01/2020 04:25PM ET,NO,14.28
WR,Henry Ruggs III (15677371),Henry Ruggs III,15677371,WR/FLEX,4900,LV@CLE 11/01/2020 01:00PM ET,LV,10.08
TE,Mike Gesicki (15677627),Mike Gesicki,15677627,TE/FLEX,4900,LAR@MIA 11/01/2020 01:00PM ET,MIA,10.18
RB,Justin Jackson (15677157),Justin Jackson,15677157,RB/FLEX,4800,LAC@DEN 11/01/2020 04:05PM ET,LAC,7.35
WR,Jerry Jeudy (15677377),Jerry Jeudy,15677377,WR/FLEX,4800,LAC@DEN 11/01/2020 04:05PM ET,DEN,8.93
RB,Mark Ingram II (15677155),Mark Ingram II,15677155,RB/FLEX,4800,PIT@BAL 11/01/2020 01:00PM ET,BAL,6.67
QB,Sam Darnold (15677067),Sam Darnold,15677067,QB,4800,NYJ@KC 11/01/2020 01:00PM ET,NYJ,12.04
WR,Sammy Watkins (15677379),Sammy Watkins,15677379,WR/FLEX,4800,NYJ@KC 11/01/2020 01:00PM ET,KC,10.9
WR,Tim Patrick (15677381),Tim Patrick,15677381,WR/FLEX,4700,LAC@DEN 11/01/2020 04:05PM ET,DEN,12.73
