Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
WR,Robert Woods (15820084),Robert Woods,15820084,WR/FLEX,5800,SF@LAR 11/29/2020 04:05PM ET,LAR,17.16
RB,Myles Gaskin (15819858),Myles Gaskin,15819858,RB/FLEX,5700,MIA@NYJ 11/29/2020 01:00PM ET,MIA,14.21
QB,Derek Carr (15819778),Derek Carr,15819778,QB,5700,LV@ATL 11/29/2020 01:00PM ET,LV,18.36
RB,Giovani Bernard (15819856),Giovani Bernard,15819856,RB/FLEX,5700,NYG@CIN 11/29/2020 01:00PM ET,CIN,9.95
WR,Antonio Brown (15820086),Antonio Brown,15820086,WR/FLEX,5700,KC@TB 11/29/2020 04:25PM ET,TB,11.17
QB,Gardner Minshew II (15819779),Gardner Minshew II,15819779,QB,5600,CLE@JAX 11/29/2020 01:00PM ET,JAX,21.2
RB,Kareem Hunt (15819860),Kareem Hunt,15819860,RB/FLEX,5600,CLE@JAX 11/29/2020 01:00PM ET,CLE,15.25
RB,Raheem Mostert (15819862),Raheem Mostert,15819862,RB/FLEX,5600,SF@LAR 11/29/2020 04:05PM ET,SF,17.08
WR,Brandon Aiyuk (15820088),Brandon Aiyuk,15820088,WR/FLEX,5600,SF@LAR 11/29/2020 04:05PM ET,SF,14.84
QB,Ryan Fitzpatrick (15819780),Ryan Fitzpatrick,15819780,QB,5500,MIA@NYJ 11/29/2020 01:00PM ET,MIA,20.03
RB,Todd Gurley II (15819864),Todd Gurley II,15819864,RB/FLEX,5500,LV@ATL 11/29/2020 01:00PM ET,ATL,14.22
QB,Joe Burrow (15819781),Joe Burrow,15819781,QB,5500,NYG@CIN 11/29/2020 01:00PM ET,CIN,19.77
QB,Daniel Jones (15819782),Daniel Jones,15819782,QB,5500,NYG@CIN 11/29/2020 01:00PM ET,NYG,15.03
WR,Cole Beasley (15820090),Cole Beasley,15820090,WR/FLEX,5500,LAC@BUF 11/29/2020 01:00PM ET,BUF,14.62
RB,Kenyan Drake (15819866),Kenyan Drake,15819866,RB/FLEX,5400,ARI@NE 11/29/2020 01:00PM ET,ARI,13.11
WR,Jamison Crowder (15820092),Jamison Crowder,15820092,WR/FLEX,5400,MIA@NYJ 11/29/2020 01:00PM ET,NYJ,16.92
QB,P.J. Walker (15819784),P.J. Walker,15819784,QB,5400,CAR@MIN 11/29/2020 01:00PM ET,CAR,4.24
QB,Jameis Winston (15819783),Jameis Winston,15819783,QB,5400,NO@DEN 11/29/2020 04:05PM ET,NO,1.25
WR,Deebo Samuel (15820094),Deebo Samuel,15820094,WR/FLEX,5400,SF@LAR 11/29/2020 04:05PM ET,SF,10.48
RB,Chase Edmonds (15819868),Chase Edmonds,15819868,RB/FLEX,5300,ARI@NE 11/29/2020 01:00PM ET,ARI,12.12
WR,Jakobi Meyers (15820096),Jakobi Meyers,15820096,WR/FLEX,5300,ARI@NE 11/29/2020 01:00PM ET,NE,13.38
QB,Baker Mayfield (15819785),Baker Mayfield,15819785,QB,5300,CLE@JAX 11/29/2020 01:00PM ET,CLE,13.35
QB,Jake Luton (15819786),Jake Luton,15819786,QB,5200,CLE@JAX 11/29/2020 01:00PM ET,JAX,12.42
WR,DJ Chark Jr. (15820098),DJ Chark Jr.,15820098,WR/FLEX,5200,CLE@JAX 11/29/2020 01:00PM ET,JAX,13.49
WR,Jarvis Landry (15820100),Jarvis Landry,15820100,WR/FLEX,5200,CLE@JAX 11/29/2020 01:00PM ET,CLE,9.20
RB,Melvin Gordon III (15819870),Melvin Gordon III,15819870,RB/FLEX,5200,NO@DEN 11/29/2020 04:05PM ET,DEN,13.56
QB,Nick Mullens (15819787),Nick Mullens,15819787,QB,5200,SF@LAR 11/29/2020 04:05PM ET,SF,12.45
QB,Jimmy Garoppolo (15819788),Jimmy Garoppolo,15819788,QB,5200,SF@LAR 11/29/2020 04:05PM ET,SF,11.56
QB,Sam Darnold (15819791),Sam Darnold,15819791,QB,5100,MIA@NYJ 11/29/2020 01:00PM ET,NYJ,11.27
RB,Salvon Ahmed (15819874),Salvon Ahmed,15819874,RB/FLEX,5100,MIA@NYJ 11/29/2020 01:00PM ET,MIA,10.73
WR,Sterling Shepard (15820104),Sterling Shepard,15820104,WR/FLEX,5100,NYG@CIN 11/29/2020 01:00PM ET,NYG,11.98
QB,Tyrod Taylor (15819790),Tyrod Taylor,15819790,QB,5100,LAC@BUF 11/29/2020 01:00PM ET,LAC,4.51
WR,Curtis Samuel (15820102),Curtis Samuel,15820102,WR/FLEX,5100,CAR@MIN 11/29/2020 01:00PM ET,CAR,13.77
QB,Drew Lock (15819789),Drew Lock,15819789,QB,5100,NO@DEN 11/29/2020 04:05PM ET,DEN,13.81
WR,Jerry Jeudy (15820106),Jerry Jeudy,15820106,WR/FLEX,5100,NO@DEN 11/29/2020 04:05PM ET,DEN,11.09
RB,Darrell Henderson Jr. (15819872),Darrell Henderson Jr.,15819872,RB/FLEX,5100,SF@LAR 11/29/2020 04:05PM ET,LAR,10.8
WR,Michael Pittman Jr. (15820120),Michael Pittman Jr.,15820120,WR/FLEX,5000,TEN@IND 11/29/2020 01:00PM ET,IND,9.33
QB,Chris Streveler (15819793),Chris Streveler,15819793,QB,5000,ARI@NE 11/29/2020 01:00PM ET,ARI,0.3
QB,Joe Flacco (15819794),Joe Flacco,15819794,QB,5000,MIA@NYJ 11/29/2020 01:00PM ET,NYJ,11.55
RB,Wayne Gallman Jr. (15819876),Wayne Gallman Jr.,15819876,RB/FLEX,5000,NYG@CIN 11/29/2020 01:00PM ET,NYG,9.75
WR,Tyler Boyd (15820108),Tyler Boyd,15820108,WR/FLEX,5000,NYG@CIN 11/29/2020 01:00PM ET,CIN,16.84
WR,Mike Williams (15820110),Mike Williams,15820110,WR/FLEX,5000,LAC@BUF 11/29/2020 01:00PM ET,LAC,11.82
QB,C.J. Beathard (15819792),C.J. Beathard,15819792,QB,5000,SF@LAR 11/29/2020 04:05PM ET,SF,4.09
WR,Corey Davis (15820118),Corey Davis,15820118,WR/FLEX,4900,TEN@IND 11/29/2020 01:00PM ET,TEN,15.11
WR,Nelson Agholor (15820116),Nelson Agholor,15820116,WR/FLEX,4900,LV@ATL 11/29/2020 01:00PM ET,LV,10.73
QB,Ryan Finley (15819795),Ryan Finley,15819795,QB,4900,NYG@CIN 11/29/2020 01:00PM ET,CIN,1.05
WR,Darius Slayton (15820114),Darius Slayton,15820114,WR/FLEX,4900,NYG@CIN 11/29/2020 01:00PM ET,NYG,11.93
WR,Tim Patrick (15820122),Tim Patrick,15820122,WR/FLEX,4900,NO@DEN 11/29/2020 04:05PM ET,DEN,13.26
RB,Leonard Fournette (15819878),Leonard Fournette,15819878,RB/FLEX,4900,KC@TB 11/29/2020 04:25PM ET,TB,11.02
QB,Case Keenum (15819796),Case Keenum,15819796,QB,4800,CLE@JAX 11/29/2020 01:00PM ET,CLE,1.84
WR,Russell Gage (15820126),Russell Gage,15820126,WR/FLEX,4800,LV@ATL 11/29/2020 01:00PM ET,ATL,9.45
QB,Brandon Allen (15832549),Brandon Allen,15832549,QB,4800,NYG@CIN 11/29/2020 01:00PM ET,CIN,0
RB,Zack Moss (15819880),Zack Moss,15819880,RB/FLEX,4800,LAC@BUF 11/29/2020 01:00PM ET,BUF,8.89
WR,John Brown (15820112),John Brown,15820112,WR/FLEX,4800,LAC@BUF 11/29/2020 01:00PM ET,BUF,9.95
TE,Hunter Henry (15820358),Hunter Henry,15820358,TE/FLEX,4800,LAC@BUF 11/29/2020 01:00PM ET,LAC,10.25
QB,Brett Rypien (15819797),Brett Rypien,15819797,QB,4800,NO@DEN 11/29/2020 04:05PM ET,DEN,7.65
WR,Emmanuel Sanders (15820124),Emmanuel Sanders,15820124,WR/FLEX,4800,NO@DEN 11/29/2020 04:05PM ET,NO,12.16
QB,Jarrett Stidham (15819799),Jarrett Stidham,15819799,QB,4700,ARI@NE 11/29/2020 01:00PM ET,NE,3.28
WR,Rashard Higgins (15820130),Rashard Higgins,15820130,WR/FLEX,4700,CLE@JAX 11/29/2020 01:00PM ET,CLE,8.86
QB,Matt Schaub (15819798),Matt Schaub,15819798,QB,4700,LV@ATL 11/29/2020 01:00PM ET,ATL,0
WR,Tee Higgins (15820128),Tee Higgins,15820128,WR/FLEX,4700,NYG@CIN 11/29/2020 01:00PM ET,CIN,15.3
RB,Jerick McKinnon (15819882),Jerick McKinnon,15819882,RB/FLEX,4700,SF@LAR 11/29/2020 04:05PM ET,SF,10.9
RB,Malcolm Brown (15819884),Malcolm Brown,15819884,RB/FLEX,4700,SF@LAR 11/29/2020 04:05PM ET,LAR,9.42
WR,Sammy Watkins (15820132),Sammy Watkins,15820132,WR/FLEX,4700,KC@TB 11/29/2020 04:25PM ET,KC,10.9
RB,Nyheim Hines (15819886),Nyheim Hines,15819886,RB/FLEX,4600,TEN@IND 11/29/2020 01:00PM ET,IND,12.15
QB,Mike Glennon (15819800),Mike Glennon,15819800,QB,4600,CLE@JAX 11/29/2020 01:00PM ET,JAX,0
RB,Devonta Freeman (15819888),Devonta Freeman,15819888,RB/FLEX,4600,NYG@CIN 11/29/2020 01:00PM ET,NYG,7.2
QB,Will Grier (15819801),Will Grier,15819801,QB,4600,CAR@MIN 11/29/2020 01:00PM ET,CAR,0
RB,James White (15819892),James White,15819892,RB/FLEX,4500,ARI@NE 11/29/2020 01:00PM ET,NE,8.34
WR,Julian Edelman (15820134),Julian Edelman,15820134,WR/FLEX,4500,ARI@NE 11/29/2020 01:00PM ET,NE,9.87
TE,Evan Engram (15820360),Evan Engram,15820360,TE/FLEX,4500,NYG@CIN 11/29/2020 01:00PM ET,NYG,8.68
RB,Tevin Coleman (15819894),Tevin Coleman,15819894,RB/FLEX,4500,SF@LAR 11/29/2020 04:05PM ET,SF,3.8
RB,Le'Veon Bell (15819890),Le'Veon Bell,15819890,RB/FLEX,4500,KC@TB 11/29/2020 04:25PM ET,KC,6.15
QB,Jacoby Brissett (15819802),Jacoby Brissett,15819802,QB,4400,TEN@IND 11/29/2020 01:00PM ET,IND,1.56
RB,Phillip Lindsay (15819896),Phillip Lindsay,15819896,RB/FLEX,4400,NO@DEN 11/29/2020 04:05PM ET,DEN,7.4
TE,Rob Gronkowski (15820362),Rob Gronkowski,15820362,TE/FLEX,4400,KC@TB 11/29/2020 04:25PM ET,TB,8.63
RB,Frank Gore (15819898),Frank Gore,15819898,RB/FLEX,4300,MIA@NYJ 11/29/2020 01:00PM ET,NYJ,6.65
WR,Preston Williams (15820136),Preston Williams,15820136,WR/FLEX,4300,MIA@NYJ 11/29/2020 01:00PM ET,MIA,9.72
TE,Mike Gesicki (15820364),Mike Gesicki,15820364,TE/FLEX,4300,MIA@NYJ 11/29/2020 01:00PM ET,MIA,8.44
QB,Marcus Mariota (15819803),Marcus Mariota,15819803,QB,4300,LV@ATL 11/29/2020 01:00PM ET,LV,0
WR,Henry Ruggs III (15820138),Henry Ruggs III,15820138,WR/FLEX,4300,LV@ATL 11/29/2020 01:00PM ET,LV,6.62
QB,Sean Mannion (15819805),Sean Mannion,15819805,QB,4300,CAR@MIN 11/29/2020 01:00PM ET,MIN,0
QB,Jeff Driskel (15819804),Jeff Driskel,15819804,QB,4300,NO@DEN 11/29/2020 04:05PM ET,DEN,10.69
WR,Josh Reynolds (15820140),Josh Reynolds,15820140,WR/FLEX,4300,SF@LAR 11/29/2020 04:05PM ET,LAR,8.88
WR,Breshad Perriman (15820142),Breshad Perriman,15820142,WR/FLEX,4200,MIA@NYJ 11/29/2020 01:00PM ET,NYJ,11.05
DST,Dolphins  (15820540),Dolphins ,15820540,DST,4200,MIA@NYJ 11/29/2020 01:00PM ET,MIA,8.8
QB,Nathan Peterman (15819806),Nathan Peterman,15819806,QB,4200,LV@ATL 11/29/2020 01:00PM ET,LV,0
QB,Matt Barkley (15819808),Matt Barkley,15819808,QB,4200,LAC@BUF 11/29/2020 01:00PM ET,BUF,0.88
RB,Devin Singletary (15819900),Devin Singletary,15819900,RB/FLEX,4200,LAC@BUF 11/29/2020 01:00PM ET,BUF,8.98
TE,Noah Fant (15820366),Noah Fant,15820366,TE/FLEX,4200,NO@DEN 11/29/2020 04:05PM ET,DEN,10.58
RB,Cam Akers (15819902),Cam Akers,15819902,RB/FLEX,4200,SF@LAR 11/29/2020 04:05PM ET,LAR,4.54
QB,Blaine Gabbert (15819807),Blaine Gabbert,15819807,QB,4200,KC@TB 11/29/2020 04:25PM ET,TB,0.03
WR,Mecole Hardman (15820144),Mecole Hardman,15820144,WR/FLEX,4200,KC@TB 11/29/2020 04:25PM ET,KC,8.87
QB,Logan Woodside (15819812),Logan Woodside,15819812,QB,4100,TEN@IND 11/29/2020 01:00PM ET,TEN,0.28
WR,Zach Pascal (15820146),Zach Pascal,15820146,WR/FLEX,4100,TEN@IND 11/29/2020 01:00PM ET,IND,8.14
TE,Jonnu Smith (15820368),Jonnu Smith,15820368,TE/FLEX,4100,TEN@IND 11/29/2020 01:00PM ET,TEN,11.19
WR,Damiere Byrd (15820148),Damiere Byrd,15820148,WR/FLEX,4100,ARI@NE 11/29/2020 01:00PM ET,NE,9.89
RB,La'Mical Perine (15819904),La'Mical Perine,15819904,RB/FLEX,4100,MIA@NYJ 11/29/2020 01:00PM ET,NYJ,5.23
QB,Colt McCoy (15819811),Colt McCoy,15819811,QB,4100,NYG@CIN 11/29/2020 01:00PM ET,NYG,0
RB,Justin Jackson (15819906),Justin Jackson,15819906,RB/FLEX,4100,LAC@BUF 11/29/2020 01:00PM ET,LAC,9.32
QB,John Wolford (15819810),John Wolford,15819810,QB,4100,SF@LAR 11/29/2020 04:05PM ET,LAR,0
QB,Chad Henne (15819809),Chad Henne,15819809,QB,4100,KC@TB 11/29/2020 04:25PM ET,KC,3.5
QB,Jacob Eason (15819821),Jacob Eason,15819821,QB,4000,TEN@IND 11/29/2020 01:00PM ET,IND,0
RB,Jordan Wilkins (15820036),Jordan Wilkins,15820036,RB/FLEX,4000,TEN@IND 11/29/2020 01:00PM ET,IND,5.23
RB,Marlon Mack (15820038),Marlon Mack,15820038,RB/FLEX,4000,TEN@IND 11/29/2020 01:00PM ET,IND,8.6
RB,Jeremy McNichols (15820040),Jeremy McNichols,15820040,RB/FLEX,4000,TEN@IND 11/29/2020 01:00PM ET,TEN,2.62
RB,D'Onta Foreman (15820042),D'Onta Foreman,15820042,RB/FLEX,4000,TEN@IND 11/29/2020 01:00PM ET,TEN,3.55
RB,Senorise Perry (15820044),Senorise Perry,15820044,RB/FLEX,4000,TEN@IND 11/29/2020 01:00PM ET,TEN,0.45
RB,Darrynton Evans (15820046),Darrynton Evans,15820046,RB/FLEX,4000,TEN@IND 11/29/2020 01:00PM ET,TEN,1.05
RB,Khari Blasingame (15820048),Khari Blasingame,15820048,RB/FLEX,4000,TEN@IND 11/29/2020 01:00PM ET,TEN,1.32
QB,Brett Hundley (15819819),Brett Hundley,15819819,QB,4000,ARI@NE 11/29/2020 01:00PM ET,ARI,0
QB,Brian Hoyer (15819820),Brian Hoyer,15819820,QB,4000,ARI@NE 11/29/2020 01:00PM ET,NE,4
RB,Sony Michel (15819908),Sony Michel,15819908,RB/FLEX,4000,ARI@NE 11/29/2020 01:00PM ET,NE,10.2
RB,Jonathan Ward (15820026),Jonathan Ward,15820026,RB/FLEX,4000,ARI@NE 11/29/2020 01:00PM ET,ARI,0
RB,Eno Benjamin (15820028),Eno Benjamin,15820028,RB/FLEX,4000,ARI@NE 11/29/2020 01:00PM ET,ARI,0
RB,Rex Burkhead (15820030),Rex Burkhead,15820030,RB/FLEX,4000,ARI@NE 11/29/2020 01:00PM ET,NE,10.76
RB,J.J. Taylor (15820032),J.J. Taylor,15820032,RB/FLEX,4000,ARI@NE 11/29/2020 01:00PM ET,NE,2.8
RB,Jakob Johnson (15820034),Jakob Johnson,15820034,RB/FLEX,4000,ARI@NE 11/29/2020 01:00PM ET,NE,2.73
RB,Devine Ozigbo (15820010),Devine Ozigbo,15820010,RB/FLEX,4000,CLE@JAX 11/29/2020 01:00PM ET,JAX,1.75
RB,Dare Ogunbowale (15820012),Dare Ogunbowale,15820012,RB/FLEX,4000,CLE@JAX 11/29/2020 01:00PM ET,JAX,0.3
RB,Nathan Cottrell (15820014),Nathan Cottrell,15820014,RB/FLEX,4000,CLE@JAX 11/29/2020 01:00PM ET,JAX,0
RB,Ryquell Armstead (15820016),Ryquell Armstead,15820016,RB/FLEX,4000,CLE@JAX 11/29/2020 01:00PM ET,JAX,0
RB,Chris Thompson (15820018),Chris Thompson,15820018,RB/FLEX,4000,CLE@JAX 11/29/2020 01:00PM ET,JAX,7.1
RB,D'Ernest Johnson (15820020),D'Ernest Johnson,15820020,RB/FLEX,4000,CLE@JAX 11/29/2020 01:00PM ET,CLE,2.14
RB,Dontrell Hilliard (15820022),Dontrell Hilliard,15820022,RB/FLEX,4000,CLE@JAX 11/29/2020 01:00PM ET,CLE,2
RB,Johnny Stanton (15820024),Johnny Stanton,15820024,RB/FLEX,4000,CLE@JAX 11/29/2020 01:00PM ET,CLE,0
QB,James Morgan (15819817),James Morgan,15819817,QB,4000,MIA@NYJ 11/29/2020 01:00PM ET,NYJ,0
QB,Mike White (15819818),Mike White,15819818,QB,4000,MIA@NYJ 11/29/2020 01:00PM ET,NYJ,0
RB,Ty Johnson (15819998),Ty Johnson,15819998,RB/FLEX,4000,MIA@NYJ 11/29/2020 01:00PM ET,NYJ,2.17
RB,Matt Breida (15820000),Matt Breida,15820000,RB/FLEX,4000,MIA@NYJ 11/29/2020 01:00PM ET,MIA,3.51
RB,DeAndre Washington (15820002),DeAndre Washington,15820002,RB/FLEX,4000,MIA@NYJ 11/29/2020 01:00PM ET,MIA,0.95
RB,Malcolm Perry (15820004),Malcolm Perry,15820004,RB/FLEX,4000,MIA@NYJ 11/29/2020 01:00PM ET,MIA,2.88
RB,Patrick Laird (15820006),Patrick Laird,15820006,RB/FLEX,4000,MIA@NYJ 11/29/2020 01:00PM ET,MIA,2.08
RB,Chandler Cox (15820008),Chandler Cox,15820008,RB/FLEX,4000,MIA@NYJ 11/29/2020 01:00PM ET,MIA,1.45
QB,Kurt Benkert (15819816),Kurt Benkert,15819816,QB,4000,LV@ATL 11/29/2020 01:00PM ET,ATL,0
RB,Devontae Booker (15819982),Devontae Booker,15819982,RB/FLEX,4000,LV@ATL 11/29/2020 01:00PM ET,LV,7.39
RB,Jalen Richard (15819984),Jalen Richard,15819984,RB/FLEX,4000,LV@ATL 11/29/2020 01:00PM ET,LV,3.92
RB,Theo Riddick (15819986),Theo Riddick,15819986,RB/FLEX,4000,LV@ATL 11/29/2020 01:00PM ET,LV,1.3
RB,Alec Ingold (15819988),Alec Ingold,15819988,RB/FLEX,4000,LV@ATL 11/29/2020 01:00PM ET,LV,3
RB,Brian Hill (15819990),Brian Hill,15819990,RB/FLEX,4000,LV@ATL 11/29/2020 01:00PM ET,ATL,5.82
RB,Qadree Ollison (15819992),Qadree Ollison,15819992,RB/FLEX,4000,LV@ATL 11/29/2020 01:00PM ET,ATL,0.3
RB,Ito Smith (15819994),Ito Smith,15819994,RB/FLEX,4000,LV@ATL 11/29/2020 01:00PM ET,ATL,1.99
RB,Keith Smith (15819996),Keith Smith,15819996,RB/FLEX,4000,LV@ATL 11/29/2020 01:00PM ET,ATL,0.77
WR,Hunter Renfrow (15820152),Hunter Renfrow,15820152,WR/FLEX,4000,LV@ATL 11/29/2020 01:00PM ET,LV,8.66
RB,Dion Lewis (15819970),Dion Lewis,15819970,RB/FLEX,4000,NYG@CIN 11/29/2020 01:00PM ET,NYG,4.35
RB,Alfred Morris (15819972),Alfred Morris,15819972,RB/FLEX,4000,NYG@CIN 11/29/2020 01:00PM ET,NYG,4.77
RB,Saquon Barkley (15819974),Saquon Barkley,15819974,RB/FLEX,4000,NYG@CIN 11/29/2020 01:00PM ET,NYG,7.7
RB,Elijhaa Penny (15819976),Elijhaa Penny,15819976,RB/FLEX,4000,NYG@CIN 11/29/2020 01:00PM ET,NYG,0.52
RB,Samaje Perine (15819978),Samaje Perine,15819978,RB/FLEX,4000,NYG@CIN 11/29/2020 01:00PM ET,CIN,3.09
RB,Trayveon Williams (15819980),Trayveon Williams,15819980,RB/FLEX,4000,NYG@CIN 11/29/2020 01:00PM ET,CIN,2.2
QB,Easton Stick (15819814),Easton Stick,15819814,QB,4000,LAC@BUF 11/29/2020 01:00PM ET,LAC,-0.04
QB,Jake Fromm (15819815),Jake Fromm,15819815,QB,4000,LAC@BUF 11/29/2020 01:00PM ET,BUF,0
RB,Joshua Kelley (15819960),Joshua Kelley,15819960,RB/FLEX,4000,LAC@BUF 11/29/2020 01:00PM ET,LAC,7.06
