Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
WR,Adam Thielen (15713715),Adam Thielen,15713715,WR/FLEX,6700,DET@MIN 11/08/2020 01:00PM ET,MIN,18.67
QB,Matthew Stafford (15713432),Matthew Stafford,15713432,QB,6600,DET@MIN 11/08/2020 01:00PM ET,DET,19.76
WR,A.J. Brown (15713717),A.J. Brown,15713717,WR/FLEX,6600,CHI@TEN 11/08/2020 01:00PM ET,TEN,19.12
RB,Ezekiel Elliott (15713497),Ezekiel Elliott,15713497,RB/FLEX,6600,PIT@DAL 11/08/2020 04:25PM ET,DAL,17.76
RB,Chris Carson (15713499),Chris Carson,15713499,RB/FLEX,6500,SEA@BUF 11/08/2020 01:00PM ET,SEA,17.5
WR,Terry McLaurin (15713719),Terry McLaurin,15713719,WR/FLEX,6500,NYG@WAS 11/08/2020 01:00PM ET,WAS,17
QB,Ben Roethlisberger (15713433),Ben Roethlisberger,15713433,QB,6500,PIT@DAL 11/08/2020 04:25PM ET,PIT,18.10
QB,Matt Ryan (15713434),Matt Ryan,15713434,QB,6400,DEN@ATL 11/08/2020 01:00PM ET,ATL,20.54
WR,Kenny Golladay (15713721),Kenny Golladay,15713721,WR/FLEX,6400,DET@MIN 11/08/2020 01:00PM ET,DET,14.36
RB,Josh Jacobs (15713501),Josh Jacobs,15713501,RB/FLEX,6300,LV@LAC 11/08/2020 04:05PM ET,LV,16.34
WR,Robby Anderson (15713723),Robby Anderson,15713723,WR/FLEX,6300,CAR@KC 11/08/2020 01:00PM ET,CAR,17.01
QB,Ryan Tannehill (15713435),Ryan Tannehill,15713435,QB,6300,CHI@TEN 11/08/2020 01:00PM ET,TEN,23.16
RB,Todd Gurley II (15713503),Todd Gurley II,15713503,RB/FLEX,6200,DEN@ATL 11/08/2020 01:00PM ET,ATL,15.6
QB,Kirk Cousins (15713436),Kirk Cousins,15713436,QB,6200,DET@MIN 11/08/2020 01:00PM ET,MIN,16.7
WR,JuJu Smith-Schuster (15713725),JuJu Smith-Schuster,15713725,WR/FLEX,6200,PIT@DAL 11/08/2020 04:25PM ET,PIT,13.37
RB,Clyde Edwards-Helaire (15713505),Clyde Edwards-Helaire,15713505,RB/FLEX,6100,CAR@KC 11/08/2020 01:00PM ET,KC,15.08
WR,Justin Jefferson (15713727),Justin Jefferson,15713727,WR/FLEX,6100,DET@MIN 11/08/2020 01:00PM ET,MIN,16.61
QB,Teddy Bridgewater (15713437),Teddy Bridgewater,15713437,QB,6000,CAR@KC 11/08/2020 01:00PM ET,CAR,17.92
RB,Jonathan Taylor (15713507),Jonathan Taylor,15713507,RB/FLEX,6000,BAL@IND 11/08/2020 01:00PM ET,IND,13.57
WR,Marquise Brown (15713729),Marquise Brown,15713729,WR/FLEX,6000,BAL@IND 11/08/2020 01:00PM ET,BAL,11.43
RB,Myles Gaskin (15713509),Myles Gaskin,15713509,RB/FLEX,5900,MIA@ARI 11/08/2020 04:25PM ET,MIA,14.21
WR,Corey Davis (15713731),Corey Davis,15713731,WR/FLEX,5900,CHI@TEN 11/08/2020 01:00PM ET,TEN,17.98
TE,Darren Waller (15713995),Darren Waller,15713995,TE/FLEX,5800,LV@LAC 11/08/2020 04:05PM ET,LV,14.61
QB,Gardner Minshew II (15713438),Gardner Minshew II,15713438,QB,5800,HOU@JAX 11/08/2020 01:00PM ET,JAX,21.2
RB,Antonio Gibson (15713511),Antonio Gibson,15713511,RB/FLEX,5800,NYG@WAS 11/08/2020 01:00PM ET,WAS,13.83
QB,Derek Carr (15713439),Derek Carr,15713439,QB,5700,LV@LAC 11/08/2020 04:05PM ET,LV,19.85
RB,David Montgomery (15713513),David Montgomery,15713513,RB/FLEX,5700,CHI@TEN 11/08/2020 01:00PM ET,CHI,13.15
WR,Chase Claypool (15713733),Chase Claypool,15713733,WR/FLEX,5700,PIT@DAL 11/08/2020 04:25PM ET,PIT,15.23
WR,DJ Moore (15713737),DJ Moore,15713737,WR/FLEX,5600,CAR@KC 11/08/2020 01:00PM ET,CAR,14.52
QB,Philip Rivers (15713440),Philip Rivers,15713440,QB,5600,BAL@IND 11/08/2020 01:00PM ET,IND,16.31
RB,David Johnson (15713515),David Johnson,15713515,RB/FLEX,5600,HOU@JAX 11/08/2020 01:00PM ET,HOU,13.47
WR,Amari Cooper (15713735),Amari Cooper,15713735,WR/FLEX,5600,PIT@DAL 11/08/2020 04:25PM ET,DAL,16.64
QB,Tua Tagovailoa (15713441),Tua Tagovailoa,15713441,QB,5500,MIA@ARI 11/08/2020 04:25PM ET,MIA,3.54
WR,Brandin Cooks (15713739),Brandin Cooks,15713739,WR/FLEX,5500,HOU@JAX 11/08/2020 01:00PM ET,HOU,13.1
QB,Nick Foles (15713442),Nick Foles,15713442,QB,5500,CHI@TEN 11/08/2020 01:00PM ET,CHI,14.56
RB,Austin Ekeler (15713517),Austin Ekeler,15713517,RB/FLEX,5400,LV@LAC 11/08/2020 04:05PM ET,LAC,15.55
WR,Cole Beasley (15713741),Cole Beasley,15713741,WR/FLEX,5400,SEA@BUF 11/08/2020 01:00PM ET,BUF,13.55
QB,Daniel Jones (15713443),Daniel Jones,15713443,QB,5400,NYG@WAS 11/08/2020 01:00PM ET,NYG,14.40
RB,Melvin Gordon III (15713519),Melvin Gordon III,15713519,RB/FLEX,5300,DEN@ATL 11/08/2020 01:00PM ET,DEN,15.72
WR,Christian Kirk (15713743),Christian Kirk,15713743,WR/FLEX,5300,MIA@ARI 11/08/2020 04:25PM ET,ARI,12.67
QB,Kyle Allen (15713444),Kyle Allen,15713444,QB,5300,NYG@WAS 11/08/2020 01:00PM ET,WAS,14.84
RB,Zack Moss (15713523),Zack Moss,15713523,RB/FLEX,5200,SEA@BUF 11/08/2020 01:00PM ET,BUF,9.34
QB,Drew Lock (15713446),Drew Lock,15713446,QB,5200,DEN@ATL 11/08/2020 01:00PM ET,DEN,10.84
RB,Phillip Lindsay (15713521),Phillip Lindsay,15713521,RB/FLEX,5200,DEN@ATL 11/08/2020 01:00PM ET,DEN,10.28
WR,DeVante Parker (15713745),DeVante Parker,15713745,WR/FLEX,5200,MIA@ARI 11/08/2020 04:25PM ET,MIA,12.53
WR,DJ Chark Jr. (15713747),DJ Chark Jr.,15713747,WR/FLEX,5200,HOU@JAX 11/08/2020 01:00PM ET,JAX,12.18
QB,Andy Dalton (15713445),Andy Dalton,15713445,QB,5200,PIT@DAL 11/08/2020 04:25PM ET,DAL,5.02
WR,Mike Williams (15713751),Mike Williams,15713751,WR/FLEX,5100,LV@LAC 11/08/2020 04:05PM ET,LAC,11.72
RB,Le'Veon Bell (15713531),Le'Veon Bell,15713531,RB/FLEX,5100,CAR@KC 11/08/2020 01:00PM ET,KC,6.25
RB,Carlos Hyde (15713525),Carlos Hyde,15713525,RB/FLEX,5100,SEA@BUF 11/08/2020 01:00PM ET,SEA,8.48
WR,Marvin Jones Jr. (15713749),Marvin Jones Jr.,15713749,WR/FLEX,5100,DET@MIN 11/08/2020 01:00PM ET,DET,9.5
TE,T.J. Hockenson (15713997),T.J. Hockenson,15713997,TE/FLEX,5100,DET@MIN 11/08/2020 01:00PM ET,DET,12.44
RB,DeeJay Dallas (15713533),DeeJay Dallas,15713533,RB/FLEX,5000,SEA@BUF 11/08/2020 01:00PM ET,SEA,7.72
QB,Ryan Fitzpatrick (15713447),Ryan Fitzpatrick,15713447,QB,5000,MIA@ARI 11/08/2020 04:25PM ET,MIA,22.65
RB,D'Andre Swift (15713527),D'Andre Swift,15713527,RB/FLEX,5000,DET@MIN 11/08/2020 01:00PM ET,DET,13.14
WR,Darius Slayton (15713753),Darius Slayton,15713753,WR/FLEX,5000,NYG@WAS 11/08/2020 01:00PM ET,NYG,12.9
WR,Diontae Johnson (15713755),Diontae Johnson,15713755,WR/FLEX,5000,PIT@DAL 11/08/2020 04:25PM ET,PIT,11.03
RB,Justin Jackson (15713529),Justin Jackson,15713529,RB/FLEX,4900,LV@LAC 11/08/2020 04:05PM ET,LAC,9.32
WR,Henry Ruggs III (15713761),Henry Ruggs III,15713761,WR/FLEX,4900,LV@LAC 11/08/2020 04:05PM ET,LV,8.64
WR,Tim Patrick (15713759),Tim Patrick,15713759,WR/FLEX,4900,DEN@ATL 11/08/2020 01:00PM ET,DEN,12.73
RB,J.K. Dobbins (15713535),J.K. Dobbins,15713535,RB/FLEX,4900,BAL@IND 11/08/2020 01:00PM ET,BAL,8.84
QB,AJ McCarron (15713448),AJ McCarron,15713448,QB,4900,HOU@JAX 11/08/2020 01:00PM ET,HOU,0
QB,Mike Glennon (15713449),Mike Glennon,15713449,QB,4900,HOU@JAX 11/08/2020 01:00PM ET,JAX,0
QB,Jake Luton (15713450),Jake Luton,15713450,QB,4900,HOU@JAX 11/08/2020 01:00PM ET,JAX,0
WR,CeeDee Lamb (15713757),CeeDee Lamb,15713757,WR/FLEX,4900,PIT@DAL 11/08/2020 04:25PM ET,DAL,14.21
DST,Steelers  (15714181),Steelers ,15714181,DST,4900,PIT@DAL 11/08/2020 04:25PM ET,PIT,10.57
QB,P.J. Walker (15713455),P.J. Walker,15713455,QB,4800,CAR@KC 11/08/2020 01:00PM ET,CAR,0.12
WR,Mecole Hardman (15713763),Mecole Hardman,15713763,WR/FLEX,4800,CAR@KC 11/08/2020 01:00PM ET,KC,9.79
RB,Mark Ingram II (15713537),Mark Ingram II,15713537,RB/FLEX,4800,BAL@IND 11/08/2020 01:00PM ET,BAL,6.67
RB,Gus Edwards (15713539),Gus Edwards,15713539,RB/FLEX,4800,BAL@IND 11/08/2020 01:00PM ET,BAL,6.07
TE,Mark Andrews (15713999),Mark Andrews,15713999,TE/FLEX,4800,BAL@IND 11/08/2020 01:00PM ET,BAL,11.5
QB,Alex Smith (15713451),Alex Smith,15713451,QB,4800,NYG@WAS 11/08/2020 01:00PM ET,WAS,1.58
QB,Dwayne Haskins Jr. (15713452),Dwayne Haskins Jr.,15713452,QB,4800,NYG@WAS 11/08/2020 01:00PM ET,WAS,15.14
WR,Sterling Shepard (15713765),Sterling Shepard,15713765,WR/FLEX,4800,NYG@WAS 11/08/2020 01:00PM ET,NYG,12.38
QB,Ben DiNucci (15713453),Ben DiNucci,15713453,QB,4800,PIT@DAL 11/08/2020 04:25PM ET,DAL,4.48
QB,Garrett Gilbert (15713454),Garrett Gilbert,15713454,QB,4800,PIT@DAL 11/08/2020 04:25PM ET,DAL,0
WR,Nelson Agholor (15713769),Nelson Agholor,15713769,WR/FLEX,4700,LV@LAC 11/08/2020 04:05PM ET,LV,10.17
RB,Devin Singletary (15713541),Devin Singletary,15713541,RB/FLEX,4700,SEA@BUF 11/08/2020 01:00PM ET,BUF,10.18
WR,Jerry Jeudy (15713767),Jerry Jeudy,15713767,WR/FLEX,4700,DEN@ATL 11/08/2020 01:00PM ET,DEN,9.27
RB,Kenyan Drake (15713543),Kenyan Drake,15713543,RB/FLEX,4700,MIA@ARI 11/08/2020 04:25PM ET,ARI,12.59
QB,Marcus Mariota (15713457),Marcus Mariota,15713457,QB,4600,LV@LAC 11/08/2020 04:05PM ET,LV,0
WR,Sammy Watkins (15713771),Sammy Watkins,15713771,WR/FLEX,4600,CAR@KC 11/08/2020 01:00PM ET,KC,10.9
WR,John Brown (15713775),John Brown,15713775,WR/FLEX,4600,SEA@BUF 11/08/2020 01:00PM ET,BUF,8.08
QB,Matt Schaub (15713456),Matt Schaub,15713456,QB,4600,DEN@ATL 11/08/2020 01:00PM ET,ATL,0
TE,Noah Fant (15714001),Noah Fant,15714001,TE/FLEX,4600,DEN@ATL 11/08/2020 01:00PM ET,DEN,12.23
WR,T.Y. Hilton (15713773),T.Y. Hilton,15713773,WR/FLEX,4600,BAL@IND 11/08/2020 01:00PM ET,IND,6.73
RB,Devonta Freeman (15713545),Devonta Freeman,15713545,RB/FLEX,4600,NYG@WAS 11/08/2020 01:00PM ET,NYG,7.2
QB,Will Grier (15713460),Will Grier,15713460,QB,4500,CAR@KC 11/08/2020 01:00PM ET,CAR,0
QB,Matt Barkley (15713459),Matt Barkley,15713459,QB,4500,SEA@BUF 11/08/2020 01:00PM ET,BUF,0.88
WR,Russell Gage (15713779),Russell Gage,15713779,WR/FLEX,4500,DEN@ATL 11/08/2020 01:00PM ET,ATL,9.82
WR,Randall Cobb (15713777),Randall Cobb,15713777,WR/FLEX,4500,HOU@JAX 11/08/2020 01:00PM ET,HOU,11.31
RB,Wayne Gallman Jr. (15713547),Wayne Gallman Jr.,15713547,RB/FLEX,4500,NYG@WAS 11/08/2020 01:00PM ET,NYG,7.38
QB,Mitchell Trubisky (15713458),Mitchell Trubisky,15713458,QB,4500,CHI@TEN 11/08/2020 01:00PM ET,CHI,13.1
TE,Eric Ebron (15714003),Eric Ebron,15714003,TE/FLEX,4500,PIT@DAL 11/08/2020 04:25PM ET,PIT,9.04
QB,Nathan Peterman (15713462),Nathan Peterman,15713462,QB,4400,LV@LAC 11/08/2020 04:05PM ET,LV,0
RB,Joshua Kelley (15713549),Joshua Kelley,15713549,RB/FLEX,4400,LV@LAC 11/08/2020 04:05PM ET,LAC,7.91
WR,Curtis Samuel (15713781),Curtis Samuel,15713781,WR/FLEX,4400,CAR@KC 11/08/2020 01:00PM ET,CAR,11.76
TE,Mike Gesicki (15714005),Mike Gesicki,15714005,TE/FLEX,4400,MIA@ARI 11/08/2020 04:25PM ET,MIA,8.99
QB,Jacoby Brissett (15713461),Jacoby Brissett,15713461,QB,4400,BAL@IND 11/08/2020 01:00PM ET,IND,0.34
RB,Nyheim Hines (15713551),Nyheim Hines,15713551,RB/FLEX,4400,BAL@IND 11/08/2020 01:00PM ET,IND,11.27
WR,Zach Pascal (15713783),Zach Pascal,15713783,WR/FLEX,4300,BAL@IND 11/08/2020 01:00PM ET,IND,7.89
RB,J.D. McKissic (15713553),J.D. McKissic,15713553,RB/FLEX,4300,NYG@WAS 11/08/2020 01:00PM ET,WAS,8.2
TE,Evan Engram (15714007),Evan Engram,15714007,TE/FLEX,4300,NYG@WAS 11/08/2020 01:00PM ET,NYG,8.44
QB,Tyrod Taylor (15713464),Tyrod Taylor,15713464,QB,4200,LV@LAC 11/08/2020 04:05PM ET,LAC,9.02
RB,Jordan Wilkins (15713555),Jordan Wilkins,15713555,RB/FLEX,4200,BAL@IND 11/08/2020 01:00PM ET,IND,5.65
WR,Laviska Shenault Jr. (15713785),Laviska Shenault Jr.,15713785,WR/FLEX,4200,HOU@JAX 11/08/2020 01:00PM ET,JAX,10.4
TE,Darren Fells (15714009),Darren Fells,15714009,TE/FLEX,4200,HOU@JAX 11/08/2020 01:00PM ET,HOU,8.75
QB,Mason Rudolph (15713463),Mason Rudolph,15713463,QB,4200,PIT@DAL 11/08/2020 04:25PM ET,PIT,-0.06
WR,Hunter Renfrow (15713789),Hunter Renfrow,15713789,WR/FLEX,4100,LV@LAC 11/08/2020 04:05PM ET,LV,9.7
QB,Chad Henne (15713469),Chad Henne,15713469,QB,4100,CAR@KC 11/08/2020 01:00PM ET,KC,3.5
TE,Hayden Hurst (15714011),Hayden Hurst,15714011,TE/FLEX,4100,DEN@ATL 11/08/2020 01:00PM ET,ATL,10.36
QB,Chris Streveler (15713468),Chris Streveler,15713468,QB,4100,MIA@ARI 11/08/2020 04:25PM ET,ARI,0.3
WR,Preston Williams (15713787),Preston Williams,15713787,WR/FLEX,4100,MIA@ARI 11/08/2020 04:25PM ET,MIA,8.83
QB,Robert Griffin III (15713467),Robert Griffin III,15713467,QB,4100,BAL@IND 11/08/2020 01:00PM ET,BAL,-0.18
WR,Willie Snead IV (15713791),Willie Snead IV,15713791,WR/FLEX,4100,BAL@IND 11/08/2020 01:00PM ET,BAL,7.21
QB,Colt McCoy (15713466),Colt McCoy,15713466,QB,4100,NYG@WAS 11/08/2020 01:00PM ET,NYG,0
RB,Dion Lewis (15713557),Dion Lewis,15713557,RB/FLEX,4100,NYG@WAS 11/08/2020 01:00PM ET,NYG,4.46
QB,Logan Woodside (15713465),Logan Woodside,15713465,QB,4100,CHI@TEN 11/08/2020 01:00PM ET,TEN,0
QB,Easton Stick (15713482),Easton Stick,15713482,QB,4000,LV@LAC 11/08/2020 04:05PM ET,LAC,-0.04
RB,Troymaine Pope (15713685),Troymaine Pope,15713685,RB/FLEX,4000,LV@LAC 11/08/2020 04:05PM ET,LAC,7.55
RB,Gabe Nabers (15713687),Gabe Nabers,15713687,RB/FLEX,4000,LV@LAC 11/08/2020 04:05PM ET,LAC,1.82
RB,Jalen Richard (15713689),Jalen Richard,15713689,RB/FLEX,4000,LV@LAC 11/08/2020 04:05PM ET,LV,4.59
RB,Devontae Booker (15713691),Devontae Booker,15713691,RB/FLEX,4000,LV@LAC 11/08/2020 04:05PM ET,LV,4.92
RB,Alec Ingold (15713693),Alec Ingold,15713693,RB/FLEX,4000,LV@LAC 11/08/2020 04:05PM ET,LV,3.33
TE,Hunter Henry (15714013),Hunter Henry,15714013,TE/FLEX,4000,LV@LAC 11/08/2020 04:05PM ET,LAC,9.63
RB,Trenton Cannon (15713675),Trenton Cannon,15713675,RB/FLEX,4000,CAR@KC 11/08/2020 01:00PM ET,CAR,1.06
RB,Alex Armah (15713677),Alex Armah,15713677,RB/FLEX,4000,CAR@KC 11/08/2020 01:00PM ET,CAR,0.5
RB,Darrel Williams (15713679),Darrel Williams,15713679,RB/FLEX,4000,CAR@KC 11/08/2020 01:00PM ET,KC,4.24
RB,Darwin Thompson (15713681),Darwin Thompson,15713681,RB/FLEX,4000,CAR@KC 11/08/2020 01:00PM ET,KC,1.05
RB,DeAndre Washington (15713683),DeAndre Washington,15713683,RB/FLEX,4000,CAR@KC 11/08/2020 01:00PM ET,KC,1.7
QB,Geno Smith (15713472),Geno Smith,15713472,QB,4000,SEA@BUF 11/08/2020 01:00PM ET,SEA,0
QB,Jake Fromm (15713481),Jake Fromm,15713481,QB,4000,SEA@BUF 11/08/2020 01:00PM ET,BUF,0
RB,Travis Homer (15713665),Travis Homer,15713665,RB/FLEX,4000,SEA@BUF 11/08/2020 01:00PM ET,SEA,2.41
RB,Rashaad Penny (15713667),Rashaad Penny,15713667,RB/FLEX,4000,SEA@BUF 11/08/2020 01:00PM ET,SEA,0
RB,Nick Bellore (15713669),Nick Bellore,15713669,RB/FLEX,4000,SEA@BUF 11/08/2020 01:00PM ET,SEA,0.8
RB,T.J. Yeldon (15713671),T.J. Yeldon,15713671,RB/FLEX,4000,SEA@BUF 11/08/2020 01:00PM ET,BUF,5.4
RB,Taiwan Jones (15713673),Taiwan Jones,15713673,RB/FLEX,4000,SEA@BUF 11/08/2020 01:00PM ET,BUF,0
QB,Brett Rypien (15713470),Brett Rypien,15713470,QB,4000,DEN@ATL 11/08/2020 01:00PM ET,DEN,7.65
QB,Jeff Driskel (15713480),Jeff Driskel,15713480,QB,4000,DEN@ATL 11/08/2020 01:00PM ET,DEN,10.69
RB,Royce Freeman (15713653),Royce Freeman,15713653,RB/FLEX,4000,DEN@ATL 11/08/2020 01:00PM ET,DEN,3.27
RB,LeVante Bellamy (15713655),LeVante Bellamy,15713655,RB/FLEX,4000,DEN@ATL 11/08/2020 01:00PM ET,DEN,0
RB,Brian Hill (15713657),Brian Hill,15713657,RB/FLEX,4000,DEN@ATL 11/08/2020 01:00PM ET,ATL,6.75
RB,Ito Smith (15713659),Ito Smith,15713659,RB/FLEX,4000,DEN@ATL 11/08/2020 01:00PM ET,ATL,2.2
RB,Qadree Ollison (15713661),Qadree Ollison,15713661,RB/FLEX,4000,DEN@ATL 11/08/2020 01:00PM ET,ATL,0.3
RB,Keith Smith (15713663),Keith Smith,15713663,RB/FLEX,4000,DEN@ATL 11/08/2020 01:00PM ET,ATL,0.77
QB,Brett Hundley (15713479),Brett Hundley,15713479,QB,4000,MIA@ARI 11/08/2020 04:25PM ET,ARI,0
RB,Eno Benjamin (15713637),Eno Benjamin,15713637,RB/FLEX,4000,MIA@ARI 11/08/2020 04:25PM ET,ARI,0
RB,Jonathan Ward (15713639),Jonathan Ward,15713639,RB/FLEX,4000,MIA@ARI 11/08/2020 04:25PM ET,ARI,0
RB,Matt Breida (15713641),Matt Breida,15713641,RB/FLEX,4000,MIA@ARI 11/08/2020 04:25PM ET,MIA,3.96
RB,Patrick Laird (15713643),Patrick Laird,15713643,RB/FLEX,4000,MIA@ARI 11/08/2020 04:25PM ET,MIA,2.05
RB,Jordan Howard (15713645),Jordan Howard,15713645,RB/FLEX,4000,MIA@ARI 11/08/2020 04:25PM ET,MIA,5.02
RB,Malcolm Perry (15713647),Malcolm Perry,15713647,RB/FLEX,4000,MIA@ARI 11/08/2020 04:25PM ET,MIA,1.5
RB,Salvon Ahmed (15713649),Salvon Ahmed,15713649,RB/FLEX,4000,MIA@ARI 11/08/2020 04:25PM ET,MIA,0
RB,Chandler Cox (15713651),Chandler Cox,15713651,RB/FLEX,4000,MIA@ARI 11/08/2020 04:25PM ET,MIA,1.45
QB,Trace McSorley (15713477),Trace McSorley,15713477,QB,4000,BAL@IND 11/08/2020 01:00PM ET,BAL,0
QB,Jacob Eason (15713478),Jacob Eason,15713478,QB,4000,BAL@IND 11/08/2020 01:00PM ET,IND,0
RB,Justice Hill (15713631),Justice Hill,15713631,RB/FLEX,4000,BAL@IND 11/08/2020 01:00PM ET,BAL,0
RB,Patrick Ricard (15713633),Patrick Ricard,15713633,RB/FLEX,4000,BAL@IND 11/08/2020 01:00PM ET,BAL,1.92
RB,Marlon Mack (15713635),Marlon Mack,15713635,RB/FLEX,4000,BAL@IND 11/08/2020 01:00PM ET,IND,8.6
RB,Chris Thompson (15713611),Chris Thompson,15713611,RB/FLEX,4000,HOU@JAX 11/08/2020 01:00PM ET,JAX,6.96
RB,Devine Ozigbo (15713613),Devine Ozigbo,15713613,RB/FLEX,4000,HOU@JAX 11/08/2020 01:00PM ET,JAX,0
RB,Dare Ogunbowale (15713615),Dare Ogunbowale,15713615,RB/FLEX,4000,HOU@JAX 11/08/2020 01:00PM ET,JAX,0
RB,Ryquell Armstead (15713617),Ryquell Armstead,15713617,RB/FLEX,4000,HOU@JAX 11/08/2020 01:00PM ET,JAX,0
RB,Bruce Miller (15713619),Bruce Miller,15713619,RB/FLEX,4000,HOU@JAX 11/08/2020 01:00PM ET,JAX,0.3
RB,Duke Johnson (15713621),Duke Johnson,15713621,RB/FLEX,4000,HOU@JAX 11/08/2020 01:00PM ET,HOU,4.62
RB,Buddy Howell (15713623),Buddy Howell,15713623,RB/FLEX,4000,HOU@JAX 11/08/2020 01:00PM ET,HOU,0
RB,Scottie Phillips (15713625),Scottie Phillips,15713625,RB/FLEX,4000,HOU@JAX 11/08/2020 01:00PM ET,HOU,0
RB,C.J. Prosise (15713627),C.J. Prosise,15713627,RB/FLEX,4000,HOU@JAX 11/08/2020 01:00PM ET,HOU,0.05
RB,Cullen Gillaspia (15713629),Cullen Gillaspia,15713629,RB/FLEX,4000,HOU@JAX 11/08/2020 01:00PM ET,HOU,0.53
WR,Keelan Cole (15713793),Keelan Cole,15713793,WR/FLEX,4000,HOU@JAX 11/08/2020 01:00PM ET,JAX,12.37
QB,Sean Mannion (15713471),Sean Mannion,15713471,QB,4000,DET@MIN 11/08/2020 01:00PM ET,MIN,0
QB,Chase Daniel (15713473),Chase Daniel,15713473,QB,4000,DET@MIN 11/08/2020 01:00PM ET,DET,0
QB,David Blough (15713476),David Blough,15713476,QB,4000,DET@MIN 11/08/2020 01:00PM ET,DET,0
RB,Alexander Mattison (15713559),Alexander Mattison,15713559,RB/FLEX,4000,DET@MIN 11/08/2020 01:00PM ET,MIN,7.06
RB,Mike Boone (15713599),Mike Boone,15713599,RB/FLEX,4000,DET@MIN 11/08/2020 01:00PM ET,MIN,0.57
RB,Ameer Abdullah (15713601),Ameer Abdullah,15713601,RB/FLEX,4000,DET@MIN 11/08/2020 01:00PM ET,MIN,0.45
RB,C.J. Ham (15713603),C.J. Ham,15713603,RB/FLEX,4000,DET@MIN 11/08/2020 01:00PM ET,MIN,0.58
RB,Adrian Peterson (15713605),Adrian Peterson,15713605,RB/FLEX,4000,DET@MIN 11/08/2020 01:00PM ET,DET,8.09
RB,Kerryon Johnson (15713607),Kerryon Johnson,15713607,RB/FLEX,4000,DET@MIN 11/08/2020 01:00PM ET,DET,4.88
